transaction_id,card_id,pan_masked,product_id,cohort_id,timestamp_utc,tx_time_seconds,mti,stan,rrn,auth_code,response_code,auth_response_code,pos_entry_mode,pos_condition_code,eci,trans_status_3ds,vaai_score,amount,amount_minor,currency,available_balance,credit_limit,mcc,merchant_id
TX_00000044,CARD_000054,414720******5889,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T16:06:53.463400+00:00,1704125213.46,0100,000045,170412521345,A60870,00,00,051,00,,Y,14,24.77,2477,USD,3352.63,5569.844838954592,5411,M_5411_00015
TX_00000045,CARD_000054,414720******5889,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T16:25:21.553168+00:00,1704126321.55,0100,000046,170412632146,A94079,00,00,012,59,05,Y,3,16.9,1690,USD,3327.87,5569.844838954592,5912,M_5912_00048
TX_00000046,CARD_000054,414720******5889,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T16:46:16.921598+00:00,1704127576.92,0100,000047,170412757647,A23801,00,00,051,00,,Y,16,38.96,3896,USD,3310.97,5569.844838954592,5411,M_5411_00015
TX_00000047,CARD_000175,414720******1083,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-01T16:50:48.093266+00:00,1704127848.09,0100,000048,170412784848,A52765,00,00,012,59,05,Y,12,21.68,2168,USD,9318.62,10764.874231749513,4816,M_4816_00011
TX_00000048,CARD_000175,414720******1083,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-01T16:52:34.293013+00:00,1704127954.29,0100,000049,170412795449,A89230,00,00,012,59,05,Y,4,23.21,2321,USD,9296.94,10764.874231749513,5812,M_5812_00145
TX_00000049,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T16:53:05.779163+00:00,1704127985.78,0100,000050,170412798550,A54999,00,00,051,00,,Y,11,59.11,5911,USD,1843.61,2199.2139946843217,5814,M_5814_00066
TX_00000050,CARD_000175,414720******1083,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-01T16:56:13.297253+00:00,1704128173.3,0100,000051,170412817351,A31057,00,00,071,00,,Y,16,15.01,1501,USD,9273.73,10764.874231749513,5912,M_5912_00101
TX_00000051,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T16:59:25.192294+00:00,1704128365.19,0100,000052,170412836552,A78188,00,00,071,00,,Y,13,98.2,9820,USD,1784.5,2199.2139946843217,5814,M_5814_00066
TX_00000052,CARD_000175,414720******1083,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-01T17:02:26.712698+00:00,1704128546.71,0100,000053,170412854653,A46354,00,00,051,00,,Y,4,106.78,10678,USD,9258.72,10764.874231749513,5912,M_5912_00101
TX_00000053,CARD_000054,414720******5889,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T17:05:34.726301+00:00,1704128734.73,0100,000054,170412873454,A97801,00,00,051,00,,Y,46,11.01,1101,USD,3272.01,5569.844838954592,5411,M_5411_00015
TX_00000054,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T17:09:26.777573+00:00,1704128966.78,0100,000055,170412896655,A34335,00,00,071,00,,Y,45,50.79,5079,USD,1686.3,2199.2139946843217,5814,M_5814_00066
TX_00000055,CARD_000054,414720******5889,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T17:14:25.070003+00:00,1704129265.07,0100,000056,170412926556,A69490,00,00,051,00,,Y,31,17.57,1757,USD,3261.0,5569.844838954592,5411,M_5411_00015
TX_00000056,CARD_000175,414720******1083,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-01T17:15:51.086443+00:00,1704129351.09,0100,000057,170412935157,A59679,00,00,071,00,,Y,8,47.08,4708,USD,9151.93,10764.874231749513,5912,M_5912_00101
TX_00000057,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T17:22:24.196568+00:00,1704129744.2,0100,000058,170412974458,A25087,00,00,071,00,,Y,37,65.97,6597,USD,1635.51,2199.2139946843217,5814,M_5814_00066
TX_00000058,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T17:39:00.252978+00:00,1704130740.25,0100,000059,170413074059,A84101,00,00,102,59,05,Y,10,37.46,3746,USD,1569.54,2199.2139946843217,5411,M_5411_00028
TX_00000059,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T17:49:30.769941+00:00,1704131370.77,0100,000060,170413137060,A93761,00,00,071,00,,Y,2,12.52,1252,USD,1532.08,2199.2139946843217,5814,M_5814_00066
TX_00000060,CARD_000083,414720******5824,PROD_BNPL_SINGLE_USE_VIRTUAL,C3_YOUNG_ADULT_STUDENT,2024-01-01T17:52:20.388549+00:00,1704131540.39,0100,000061,170413154061,A35617,00,00,071,00,,Y,13,18.81,1881,USD,957.69,956.8577473036273,5812,M_5812_00021
TX_00000061,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T18:05:42.217241+00:00,1704132342.22,0100,000062,170413234262,A26581,00,00,071,00,,Y,27,34.16,3416,USD,1519.56,2199.2139946843217,5812,M_5812_00107
TX_00000062,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T18:08:31.585792+00:00,1704132511.59,0100,000063,170413251163,A65193,00,00,051,00,,Y,1,23.59,2359,USD,1485.4,2199.2139946843217,5812,M_5812_00107
TX_00000063,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T18:21:21.003735+00:00,1704133281.0,0100,000064,170413328164,A58027,00,00,012,59,05,Y,8,38.74,3874,USD,1461.8,2199.2139946843217,5411,M_5411_00028
TX_00000064,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T18:35:12.661361+00:00,1704134112.66,0100,000065,170413411265,A30708,00,00,071,00,,Y,17,28.22,2822,USD,1423.06,2199.2139946843217,5812,M_5812_00107
TX_00000065,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:01:35.309795+00:00,1704135695.31,0100,000066,170413569566,A28607,00,00,012,59,05,Y,18,30.89,3089,USD,1394.84,2199.2139946843217,5812,M_5812_00112
TX_00000066,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:17:06.362461+00:00,1704136626.36,0100,000067,170413662667,A50812,00,00,051,00,,Y,19,44.13,4413,USD,1363.95,2199.2139946843217,5542,M_5542_00053
TX_00000067,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:24:21.249931+00:00,1704137061.25,0100,000068,170413706168,A80352,00,00,071,00,,Y,11,42.26,4226,USD,1319.81,2199.2139946843217,5542,M_5542_00053
TX_00000068,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:29:17.784589+00:00,1704137357.78,0100,000069,170413735769,,63,63,102,59,07,N,15,352.55,35255,USD,1277.56,2199.2139946843217,5912,M_5912_00048
TX_00000069,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:32:20.114951+00:00,1704137540.11,0100,000070,170413754070,A77649,00,00,102,59,05,Y,3,139.86,13986,USD,1277.56,2199.2139946843217,5812,M_5812_00021
TX_00000070,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:36:39.060254+00:00,1704137799.06,0100,000071,170413779971,A12008,00,00,051,00,,Y,22,51.76,5176,USD,1137.69,2199.2139946843217,5542,M_5542_00053
TX_00000071,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T19:53:38.106887+00:00,1704138818.11,0100,000072,170413881872,A92340,00,00,012,59,05,Y,10,224.24,22424,USD,1085.93,2199.2139946843217,5812,M_5812_00021
TX_00000072,CARD_000588,414720******3672,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T20:04:07.076683+00:00,1704139447.08,0100,000073,170413944773,A29172,00,00,071,00,,Y,60,84.33,8433,USD,3573.37,8524.838381189104,5812,M_5812_00021
TX_00000073,CARD_000588,414720******3672,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T20:08:01.673679+00:00,1704139681.67,0100,000074,170413968174,A83944,00,00,051,00,,Y,19,31.81,3181,USD,3489.04,8524.838381189104,5812,M_5812_00021
TX_00000074,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T20:12:05.523731+00:00,1704139925.52,0100,000075,170413992575,A99518,00,00,012,59,05,Y,11,118.17,11817,USD,861.69,2199.2139946843217,5812,M_5812_00021
TX_00000075,CARD_000588,414720******3672,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T20:12:41.328808+00:00,1704139961.33,0100,000076,170413996176,A22117,00,00,051,00,,Y,64,10.19,1019,USD,3457.22,8524.838381189104,5812,M_5812_00021
TX_00000076,CARD_000588,414720******3672,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T20:28:57.824608+00:00,1704140937.82,0100,000077,170414093777,A40872,00,00,051,00,,Y,20,75.84,7584,USD,3447.03,8524.838381189104,5812,M_5812_00021
TX_00000077,CARD_000367,414720******7132,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-01T20:30:25.250615+00:00,1704141025.25,0100,000078,170414102578,A27755,00,00,012,59,05,Y,40,6.74,674,USD,743.52,2199.2139946843217,5812,M_5812_00021
TX_00000078,CARD_000588,414720******3672,PROD_CHECKING_DEBIT,C2_FIXED_INCOME_SENIOR,2024-01-01T20:56:41.939998+00:00,1704142601.94,0100,000079,170414260179,A62540,00,00,051,00,,Y,19,37.18,3718,USD,3371.19,8524.838381189104,5812,M_5812_00021
TX_00000079,CARD_000004,414720******6690,PROD_ULTRA_PREMIUM_INFINITE,C5_URBAN_TECH_PROFESSIONAL,2024-01-01T21:11:18.079948+00:00,1704143478.08,0100,000080,170414347880,A41450,00,00,102,59,05,Y,17,33.94,3394,USD,167442.28,192916.5618105323,5812,M_5812_00021
TX_00000080,CARD_000098,414720******6309,PROD_ULTRA_PREMIUM_INFINITE,C5_URBAN_TECH_PROFESSIONAL,2024-01-01T21:14:02.084140+00:00,1704143642.08,0100,000081,170414364281,A23393,00,00,102,59,05,Y,30,40.75,4075,USD,38906.12,47643.75511639421,5999,M_5999_00142
TX_00000081,CARD_000098,414720******6309,PROD_ULTRA_PREMIUM_INFINITE,C5_URBAN_TECH_PROFESSIONAL,2024-01-01T21:16:57.157474+00:00,1704143817.16,0100,000082,170414381782,A45730,00,00,102,59,05,Y,44,19.46,1946,USD,38865.36,47643.75511639421,5411,M_5411_00015
TX_00000082,CARD_000069,414720******6025,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-01T22:28:03.316294+00:00,1704148083.32,0100,000083,170414808383,A19249,00,00,012,59,05,Y,20,32.79,3279,USD,9926.09,10873.006272156948,5411,M_5411_00015
TX_00000083,CARD_000069,414720******6025,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-01T22:30:41.340372+00:00,1704148241.34,0100,000084,170414824184,A16485,00,00,051,00,,Y,10,111.57,11157,USD,9893.3,10873.006272156948,5311,M_5311_00116
TX_00000084,CARD_000742,414720******4056,PROD_TOKENIZED_DPAN,C5_URBAN_TECH_PROFESSIONAL,2024-01-01T22:32:41.232047+00:00,1704148361.23,0100,000085,170414836185,A98579,00,00,071,00,,Y,27,30.43,3043,USD,4353.96,5000.0,5814,M_5814_00092
TX_00000085,CARD_000710,414720******6444,PROD_REWARDS_SIGNATURE,C4_SUBURBAN_FAMILY,2024-01-02T05:58:15.205843+00:00,1704175095.21,0100,000086,170417509586,A97158,00,00,102,59,05,Y,29,91.98,9198,USD,18661.1,20000.277470831115,5812,M_5812_00021
TX_00000086,CARD_000204,414720******5852,PROD_COMMERCIAL_FLEET,C6_SMALL_BUSINESS_OWNER,2024-01-02T06:13:54.401789+00:00,1704176034.4,0100,000087,170417603487,A27625,00,00,102,59,05,Y,25,59.01,5901,USD,4674.29,5000.0,5812,M_5812_00021
TX_00000087,CARD_000714,414720******3635,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-02T09:55:12.344843+00:00,1704189312.34,0100,000088,170418931288,A98024,00,00,071,00,,Y,5,3.59,359,USD,14316.9,15676.535577250212,5411,M_5411_00051
TX_00000088,CARD_000440,414720******2790,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-02T10:21:56.127141+00:00,1704190916.13,0100,000089,170419091689,A51816,00,00,012,59,05,Y,0,9.69,969,USD,3667.13,3893.0335404508537,5411,M_5411_00058
TX_00000089,CARD_000714,414720******3635,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-02T10:22:17.382328+00:00,1704190937.38,0100,000090,170419093790,A17545,00,00,012,59,05,Y,17,8.46,846,USD,14313.31,15676.535577250212,5411,M_5411_00051
TX_00000090,CARD_000440,414720******2790,PROD_CLASSIC_REVOLVING,C4_SUBURBAN_FAMILY,2024-01-02T10:27:12.636923+00:00,1704191232.64,0100,000091,170419123291,A58928,00,00,102,59,05,Y,9,12.38,1238,USD,3657.44,3893.0335404508537,5812,M_5812_00021
TX_00000091,CARD_000714,414720******3635,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-02T10:32:03.569583+00:00,1704191523.57,0100,000092,170419152392,A66630,00,00,071,00,,Y,28,271.7,27170,USD,14304.85,15676.535577250212,5411,M_5411_00051
TX_00000092,CARD_000714,414720******3635,PROD_REWARDS_SIGNATURE,C6_SMALL_BUSINESS_OWNER,2024-01-02T10:35:14.722545+00:00,1704191714.72,0100,000093,170419171493,A64551,00,00,102,59,05,Y,13,434.25,43425,USD,14033.15,15676.535577250212,5411,M_5411_00015
